I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,2472,bas,96,i13,181,complete,17.75,15.3,20.49,5.86,2.63,3.43,1.56,NA,#VALUE!,0,1.88,Expanding,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,Eraillure scar,0,NA,Non-expressed,Other,Feather,no,yes,mitchell's truncated flakes
,2473,bas,96a,i12,182,proximal,,,,,4.16,9.76,1.99,2.87,70.51271743,1.1,6.7,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,Hertzian cone present,11-40%,Unidirectional-parallel A,Expressed and lateralized on the platform, B7,Broken,no,yes,mitchell's truncated flakes
,2474,bas,96a,i12,183,proximal,,,,,2.69,7.76,2.26,3.03,73.46835902,0.2,0.57,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,yes,mitchell's truncated flakes
,2475,bas,96a,i12,183,proximal,,,,,2.23,5.33,1.69,2.46,62.42429417,0,0.9,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,mitchell's truncated flakes
07.31.13 BARF,2476,barf,64,i12,184,proximal,,,,,9.99,13.91,7.76,3.16,75.78903704,0,26.29,Ovoid,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Sheared bulb,0,Sub-centripetal,Non-expressed, B1,Broken,no,yes,
,2477,barf,64,i12,184,proximal,,,,,2.04,8.52,1.38,NA,#VALUE!,0,0.64,Paralell,Hornfels,Broken / fissured,Reduced to an edge,short hinged removals (A2),Very high,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Hinge,no,yes,
,2478,barf,64,i12,184,lateral,,,,,5.13,7.55,4.28,3.36,79.22137648,0,2.04,Broken,Hornfels,Oval/triangular (D3),Cortical,short hinged removals (A2),High,lipped,0,NA,Non-expressed,Other,Broken,no,yes,
,2479,barf,64,i12,184,lateral,,,,,4.09,11.91,2.76,3.6,83.12677687,0,1.45,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,none,0,NA,Non-expressed,Other,Broken,no,yes,
,2480,barf,64,i12,185,proximal,,,,,5.17,6.5,3.34,6.65,117.1896727,0,3.11,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Sheared bulb,100%,NA,Non-expressed,A2,Broken,no,yes,utilized lateral
,2481,barf,64,i12,185,proximal,,,,,5.4,9.2,1.3,NA,#VALUE!,0,6.15,Broken,Agate,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Bidirectional/opposed,Non-expressed, B1,Broken,no,yes,
,2482,barf,64,i12,185,proximal,,,,,3.25,11.79,1.61,NA,#VALUE!,1.1,7.04,Broken,Chert,Narrow linear (D2),Cortical,None (A1);,None,lipped,1-9%,NA,Non-expressed, B1,Broken,no,yes,
,2483,barf,64,i12,185,complete,25.95,25.95,21.25,6.16,3.48,10.36,2.59,3.45,80.71268537,2,2.9,Ovoid,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,Eraillure scar,11-40%,Unidirectional-parallel A,Non-expressed,"Plunging, no cortex",Plunge,no,yes,
,2484,barf,64,i12,185,complete,22.02,17.82,31.75,4.47,3.03,2.46,0.78,NA,#VALUE!,NA,2.24,Expanding,Hornfels,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Eraillure scar,1-9%,NA,Non-expressed,Core mainteNAnce flake,Feather,yes,yes,
,2485,barf,64,i12,185,proximal,,,,,6.23,13.95,4.89,4.13,90.97939119,0,2.54,Paralell,Chalcedony,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",short hinged removals (A2),High,Hertzian cone present,61-90%,NA,Non-expressed,A3,Broken,no,yes,"lateral lamiNAr removals, utilized lateral"
,2486,barf,64,i12,185,proximal,,,,,6.18,12.93,6.54,1.57,42.28292338,0.5,1.52,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Eraillure scar,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,yes,yes,
,2487,barf,64,i12,185,proximal,,,,,10.28,8.79,8.85,3.8,86.21082118,0,3.76,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,0,NA,Non-expressed,Other,Broken,no,yes,utilized lateral
,2488,barf,64,i12,185,proximal,,,,,3.82,8.59,2.55,2.93,71.6340748,0,0.47,Broken,Chert,Lunate (D4),Cortical,None (A1);,Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,2489,barf,64,i12,185,proximal,,,,,6.42,11,6.57,4.11,90.70128598,0,4.39,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,None,none,11-40%,Unidirectional-parallel A,Non-expressed,Other,Broken,no,no,
,2490,barf,64,i12,185,proximal,,,,,2.45,2.19,0.71,NA,#VALUE!,0,1.17,Broken,Chalcedony,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,1-9%,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Broken,no,yes,
,2491,barf,64,i12,185,lateral,,,,,3.9,4.69,4.09,4.76,99.07554502,0.4,0.8,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,Hinged bulb,1-9%,NA,Non-expressed,Other,Broken,no,yes,utilized lateral
,2492,barf,64,i12,185,complete,29.86,29.86,17.31,3.75,5.38,8.35,4,4.61,97.25963291,0,2.45,Paralell,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,none,11-40%,NA,Non-expressed, B1,Feather,no,yes,
,2493,barf,64,i12,185,proximal,,,,,4.03,6.03,3.9,2.79,68.99308538,0,0.84,Converging,CCS general,Oval/triangular (D3),Cortical,None (A1);,None,none,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,2494,barf,64,i12,185,proximal,,,,,3.74,7.07,2.16,3.73,85.14857272,0,1.17,Ovoid,Chalcedony,Lunate (D4),Cortical,short hinged removals (A2),Very high,Eraillure scar,1-9%,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,utilized lateral
,2495,barf,64,i12,185,proximal,,,,,2.41,3.34,1.73,2.18,56.46677725,0,0.39,Broken,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,1-9%,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,2496,barf,64,i12,185,complete,20.07,20.08,9.66,2.87,2.64,9.88,0.94,NA,#VALUE!,0,0.63,Converging,Chert,Crushed,Absent (broken platform),short hinged removals (A2),Very high,crushed,0,Bidirectional/opposed,Non-expressed, B1,Bipolar ,no,yes,Bipolar 
,2497,barf,64,i12,185,proximal,,,,,3.1,7.92,3.54,3.78,85.90918302,0,0.4,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,none,0,NA,Other,Other,Broken,yes,no,
,2498,barf,64,i12,185,lateral,11.58,11.59,NA,2.62,1.19,3.73,0.69,NA,#VALUE!,0,0.2,Paralell,Chert,Crushed,Absent (broken platform),short hinged removals (A2),Very high,crushed,0,Bidirectional/opposed,Non-expressed, B1,Bipolar ,no,yes,
,2499,barf,64,i12,185,complete,15.93,15.61,14.25,6.6,5.29,8.65,2.28,NA,#VALUE!,0,1.83,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,11-40%,Orthogonal/crossed,Non-expressed, B7,Feather,no,yes,utilized distal
,2500,barf,64,i12,185,complete,12.14,11.73,7.28,0.77,1.22,3.55,0.59,NA,#VALUE!,0,0.11,Paralell,Chert,Crushed,Reduced to an edge,None (A1);,High,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2501,barf,64,i12,185,proximal,,,,,1.78,4.02,0.43,NA,#VALUE!,0.6,0.65,Broken,Chert,Broken / fissured,Absent (broken platform),short hinged removals (A2),Very high,none,0,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Broken,yes,yes,
,2502,barf,64,i12,185,proximal,,,,,3.07,3.73,1.78,NA,#VALUE!,0,0.57,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Very high,none,61-90%,Sub-centripetal,Non-expressed,Other,Broken,no,no,
,2503,barf,64,i12,185,complete,11.23,11.23,9.34,1.65,1.62,3.75,0.73,NA,#VALUE!,0.2,0.2,Paralell,Chalcedony,Chapeau de gendarme,Cortical,short hinged removals (A2),Slight,soriano double impact point and missing bulb,11-40%,Sub-centripetal,Non-expressed, B1,Feather,no,yes,
,2504,barf,64,i12,185,proximal,,,,,2.71,8.45,2.29,3.01,73.1049455,0,0.52,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,lipped,1-9%,NA,Non-expressed, B1,Broken,no,no,
,2505,barf,64,i12,185,proximal,,,,,2.19,5.42,2.36,2.03,53.13010235,1.1,0.36,Expanding,Hornfels,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",None (A1);,None,lipped,41-60%,Orthogonal/crossed,Non-expressed, B6,Broken,no,no,
,2506,barf,64,i12,185,proximal,,,,,2.34,6.74,2.35,2.75,68.22270486,0,0.58,Ovoid,CCS general,Lunate (D4),Cortical,None (A1);,Slight,Eraillure scar,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,no,
,2507,barf,64,i12,185,complete,17.03,17.03,11.16,1.87,3.02,3.72,0.97,3.61,83.28459496,0.3,0.49,Paralell,CCS general,Broken / fissured,Absent (broken platform),short hinged removals (A2),High,soriano double impact point and missing bulb,0,Bidirectional/opposed,Non-expressed, B7,Feather,no,yes,
,2508,barf,64,i12,185,proximal,,,,,2.43,2.37,1.37,2.06,53.80548683,0.4,0.38,Ovoid,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,1-9%,Orthogonal/crossed,Non-expressed, B2,Broken,no,yes,utilized laterals
,2509,barf,64,i12,185,proximal,,,,,1.51,4.02,0.43,NA,#VALUE!,0.3,0.51,Broken,Chert,Broken / fissured,Dihedral,short hinged removals (A2),Very high,Eraillure scar,0,Orthogonal/crossed,Non-expressed,Other,Broken,no,no,
,2510,barf,64,i12,185,proximal,,,,,1.78,6.84,1.6,2.19,56.68563394,0,0.3,Broken,Chert,Oval/triangular (D3),Reduced to an edge,None (A1);,None,lipped,1-9%,NA,Non-expressed, B7,Hinge,no,no,
,2511,barf,64,i12,185,proximal,,,,,2.41,4.47,1.79,2.29,58.8494226,0.2,0.2,Broken,CCS general,Oval/triangular (D3),Reduced to an edge,short hinged removals (A2),High,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B7,Feather,no,no,
,2512,barf,64,i12,185,proximal but nearly complete,11.86,10.66,7.59,1.27,1.7,4.06,0.72,NA,#VALUE!,0,0.15,Paralell,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Feather,yes,yes,
,2513,barf,64,i12,185,complete,10.8,10.8,4.37,0.85,0.95,2.06,0.38,NA,#VALUE!,0.1,0.05,Paralell,Chalcedony,Narrow linear (D2),None (plain),None (A1);,Slight,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B7,Feather,no,yes,photo after=core mainteNAnce flake without platform
,2514,barf,64,i12,186,complete,11.85,10.92,10.77,2.74,2.34,4.53,2.03,2.75,68.22270486,0.2,0.39,Ovoid,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,none,1-9%,Sub-centripetal,Non-expressed, B1,Feather,no,yes,
,2515,barf,64,i12,186,proximal,,,,,1.72,2.71,0.83,NA,#VALUE!,0.4,0.17,Other,Chert,Oval/triangular (D3),None (plain),short hinged removals (A2),Slight,Hertzian cone present,11-40%,Unidirectional-parallel A,Non-expressed, B7,Broken,yes,no,
,2516,barf,64,i12,186,complete,16.76,15.95,16.64,3.98,4.1,7.95,2.7,3.2,76.48875572,0.3,1.3,Ovoid,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Hertzian cone present,1-9%,Centripetal,Expressed and centered on the platform, B1,Feather,no,no,
,2517,barf,64,i12,186,proximal,,,,,4.07,9.11,3.19,2.3,59.0633207,0.5,0.56,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,soriano double impact point and missing bulb,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,yes,yes,burnt
,2518,barf,64,i12,186,complete,23.86,23.87,10.29,1.99,1.67,4.41,0.64,NA,#VALUE!,1.1,0.56,Converging,Chert,Missing,Reduced to an edge,None (A1);,High,Hertzian cone present,0,Orthogonal/crossed,Non-expressed, B1,Feather,yes,yes,
,2519,barf,64,i12,186,complete,18.56,18.56,10.01,2.68,3.23,8.49,3.13,2.78,68.80115257,0.3,0.62,Converging,Chert,Oval/triangular (D3),Cortical,None (A1);,None,none,0,Orthogonal/crossed,Non-expressed, B1,Feather,no,yes,
,2520,barf,64,i12,186,proximal,,,,,1.97,6.41,1.29,NA,#VALUE!,0,0.41,Broken,Chert,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),Slight,Hertzian cone present,0,UnidirectioNAl-convergent,Non-expressed, B1,Broken,no,no,
,2521,barf,64,i12,186,complete,18.17,14.59,9.73,3.1,1.52,2.18,0.95,NA,#VALUE!,1.1,0.47,Expanding,Chalcedony,Oval/triangular (D3),None (plain),small removals following scar ridges (A3),High,lipped,0,UnidirectioNAl-convergent,Non-expressed, B3,Plunge,no,yes,utilized distal?
,2522,barf,64,i12,186,proximal,,,,,2.18,7.28,0.99,NA,#VALUE!,0,0.34,Expanding,Chert,Narrow linear (D2),Cortical,None (A1);,Slight,Hertzian cone present,11-40%,NA,Expressed and lateralized on the platform, B7,Broken,no,no,
,2523,barf,64,i12,186,proximal,,,,,2.84,8.66,1.01,2.06,53.80548683,NA,0.24,Broken,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,Slight,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Broken,no,no,
,2524,barf,64,i12,186,proximal,,,,,2.94,3.84,2.05,NA,#VALUE!,0,1.88,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,Hertzian cone present,11-40%,NA,Non-expressed, B6,Broken,no,yes,
,2525,barf,64,i12,186,complete,24,5.09,21.98,5.37,2.44,4.2,1.32,NA,#VALUE!,0,1.14,Other,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,11-40%,NA,Non-expressed,Core mainteNAnce flake,Feather,no,no,
,2526,barf,64,i12,186,complete,20.92,20.92,9.55,2.85,2.45,2.87,0.69,NA,#VALUE!,0.5,0.52,Converging,Agate,Missing,Reduced to an edge,short hinged removals (A2),High,none,0,Orthogonal/crossed,Non-expressed, B1,Axial,no,yes,
,2527,barf,64,i12,186,proximal,,,,,5.33,13.36,4.2,2.22,57.33950317,0,1.71,Broken,Chert,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),None,none,1-9%,Bidirectional/opposed,Non-expressed,Other,Broken,no,yes,utilized lateral
,2528,barf,64,i12,186,complete,21.89,16.47,12.27,4,2.97,10.29,1.75,2.27,58.42027243,1.1,1.29,Expanding,CCS general,Lunate (D4),Cortical,short hinged removals (A2),Slight,lipped,11-40%,Unidirectional-parallel A,Non-expressed,"Plunging, no cortex",Plunge,no,yes,
,2529,barf,64,i12,186,complete,22.48,22.48,11.08,2.49,2.42,6.24,1.34,NA,#VALUE!,0,0.78,Converging,Hornfels,Crushed,Reduced to an edge,None (A1);,Very high,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,
,2530,barf,64,i12,186,complete,22.63,11.21,30.94,8.8,5.67,27.78,5.98,1.5,40.5543209,0.7,6.21,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,61-90%,Centripetal,Non-expressed,A3,Feather,no,yes,
,2531,barf,64,i12,186,complete,12.26,12.26,3.93,0.84,3.34,4.75,2.89,2.14,55.58685482,0,0.13,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,none,61-90%,NA,Non-expressed,Other,Feather,no,no,
,2532,barf,64,i12,186,proximal,,,,,0.98,3.96,0.54,NA,#VALUE!,0.2,0.16,Broken,Hornfels,Narrow linear (D2),Cortical,short hinged removals (A2),Very high,lipped,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,2533,barf,64,i12,186,complete,13.2,13.18,9.6,2.69,3.79,10.07,3.64,1.57,42.28292338,0,0.43,Converging,Chert,Oval/triangular (D3),Cortical,None (A1);,Slight,lipped,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Feather,no,no,
,2534,barf,64,i12,186,complete,11.37,11.33,9.1,1.37,2.01,3.72,0.23,NA,#VALUE!,0.2,0.24,Paralell,Chalcedony,Missing,Reduced to an edge,short hinged removals (A2),Very high,Hinged bulb,0,Sub-centripetal,Non-expressed, B1,Feather,no,yes,
,2535,barf,64,i12,186,proximal,,,,,1.67,4,1.73,NA,#VALUE!,0,0.13,Broken,CCS general,Oval/triangular (D3),Cortical,None (A1);,None,none,11-40%,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,
,2536,barf,64,i12,187,proximal,,,,,8.19,21.11,5.68,2.63,65.86898077,0,8.54,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,1-9%,Orthogonal/crossed,Expressed and lateralized on the platform,Core mainteNAnce flake,Broken,no,yes,
,2537,barf,64,i12,187,complete,36.87,36.88,21.07,5.72,4.76,4.24,2.87,NA,#VALUE!,0,7.06,Paralell,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Sheared bulb,61-90%,NA,Non-expressed,Other,Axial,no,yes,"strange, flat core with heavy crushing on both ends, lamiNAr removals"
,2538,barf,64,i12,187,complete,18.38,17.62,9.92,6.52,6.87,7.9,4.1,2.6,65.27051733,0,1.32,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,Slight,lipped,11-40%,Orthogonal/crossed,Expressed and centered on the platform, B7,Feather,no,no,
,2539,barf,64,i12,187,complete,26.44,26.44,13.34,4.87,6.45,4.1,5.6,NA,#VALUE!,0,2.66,Converging,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,1-9%,NA,Non-expressed,Other,Feather,no,yes,utilized lateral
,2540,barf,64,i12,187,proximal,,,,,1.71,2.03,0.67,NA,#VALUE!,0.6,0.48,Broken,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,lipped,11-40%,NA,Non-expressed,Other,Broken,yes,no,
,2541,barf,64,i12,187,proximal,,,,,0.88,1.6,0.59,NA,#VALUE!,0,0.26,Expanding,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,Hertzian cone present,91-99%,NA,Non-expressed,A3,Broken,no,no,
,2542,barf,64,i12,187,proximal,,,,,3.52,10.34,0.91,NA,#VALUE!,0,0.41,Broken,Chert,Lunate (D4),Cortical,short hinged removals (A2),High,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,no,photo after=small bladelet core with rebound force
,2543,barf,64,i12,188,complete,66.78,66.78,11.12,6.59,10.42,5.53,4.73,NA,#VALUE!,0,15.11,Paralell,Dyke material,Crushed,"Residual faceting (ridges, but no bulb negatives)",short hinged removals (A2),Very high,Sheared bulb,0,UnidirectioNAl-convergent,Non-expressed,Core mainteNAnce flake,Broken,no,yes,interesting core fragment
,2544,barf,64,i12,188,proximal,,,,,2.78,5.24,1.45,NA,#VALUE!,0,2.52,Paralell,Dyke material,Oval/triangular (D3),Cortical,None (A1);,None,Sheared bulb,0,Sub-centripetal,Non-expressed, B1,Broken,no,no,
,2545,barf,64,i12,188,proximal,,,,,2.84,10.22,1.03,1.59,42.77316716,0,0.24,Broken,Dyke material,Lunate (D4),Cortical,None (A1);,None,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,2546,barf,64,i12,188,complete,18.56,15.8,18.21,5.08,5.95,8.89,5.15,2.84,69.94614636,1.8,1.79,Expanding,Dyke material,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",None (A1);,High,none,0,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Feather,no,yes,
,2547,barf,64,i12,188,proximal,,,,,3.58,7.51,3.64,4.77,99.19426301,0,0.48,Paralell,Dyke material,Oval/triangular (D3),Cortical,None (A1);,Slight,soriano double impact point and missing bulb,0,Unidirectional-parallel A,Non-expressed, B6,Broken,no,no,
,2548,barf,64,i12,188,complete,23.48,21.61,11.45,8.87,2.78,5,1.14,NA,#VALUE!,0,2.33,Paralell,Dyke material,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Sub-centripetal,Non-expressed,Other,Axial,no,yes,
,2549,barf,64,i12,188,complete,15.84,15.83,18.58,3.15,1.95,5.63,1.28,NA,#VALUE!,0,0.87,Ovoid,Dyke material,Narrow linear (D2),Cortical,None (A1);,None,lipped,0,NA,Non-expressed, B1,Feather,no,yes,kombewa flake
,2550,barf,64,i12,189,proximal,,,,,2.7,3.91,1.29,NA,#VALUE!,0,0.32,Broken,Quartz,Crushed,Reduced to an edge,short hinged removals (A2),Very high,none,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,
,2551,barf,64,i12,189,proximal,,,,,1.74,6.59,1.64,2.77,68.6087785,0.2,0.21,Broken,Quartz,Narrow linear (D2),None (plain),short hinged removals (A2),Slight,lipped,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,yes,photos after=flaked quartz core
,2552,barf,64,i12,190,complete,19.71,18.14,16.89,4.97,4.95,8.8,4.31,2.74,68.02900444,0,2.13,Expanding,Chert,Oval/triangular (D3),Cortical,small removals following scar ridges (A3),High,Hertzian cone present,0,Orthogonal/crossed,Expressed and centered on the platform, B1,Axial,no,yes,mitchell's ccs utilized
,2553,barf,64,i12,190,complete,27.01,27.01,15.2,9.45,4.61,6.8,3.57,2.33,59.70230631,1.1,4.45,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,61-90%,Sub-centripetal,Expressed and centered on the platform,A3,Axial,no,yes,mitchell's ccs utilized
,2554,barf,64,i12,190,proximal,,,,,1.15,2.63,0.8,NA,#VALUE!,0.5,0.39,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Sheared bulb,61-90%,Orthogonal/crossed,Non-expressed,Other,Hinge,yes,yes,mitchell's ccs utilized
,2555,barf,64,i12,190,proximal,,,,,3.61,5.11,0.74,NA,#VALUE!,0,1.26,Ovoid,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),Very high,crushed,61-90%,NA,Non-expressed,Other,Broken,no,yes,mitchell's ccs utilized
,2556,barf,64,i12,191,complete,33.47,33.47,29.58,7.97,3.05,2.07,1.06,NA,#VALUE!,1.2,0.96,Expanding,Chert,Punctiform (D1),None (plain),None (A1);,High,Eraillure scar,11-40%,UnidirectioNAl-convergent,Non-expressed, B5,Axial,yes,yes,utilized lateral
,2557,barf,64,i12,191,complete,24.31,24.33,5.28,3.07,3.15,4.56,2.06,3.26,77.52583985,0.4,0.54,Converging,Chert,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),High,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B7,Feather,no,yes,
,2558,barf,64,i12,191,complete,26.92,26.92,9.37,5.12,1.73,2.53,0.45,NA,#VALUE!,0.4,1.26,Converging,CCS general,Lunate (D4),Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,1-9%,UnidirectioNAl-convergent,Non-expressed, B1,Feather,no,yes,
,2559,barf,64,i12,191,complete,31.14,31.17,9.83,2.8,1.5,3.49,1.62,1.52,41.05021595,3,0.89,Converging,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,lipped,0,UnidirectioNAl-convergent,Non-expressed, B1,Feather,no,yes,
,2560,barf,64,i12,191,complete,25.63,25.63,7.47,1.57,1.94,3.05,0.64,NA,#VALUE!,0.7,0.44,Paralell,Chert,Narrow linear (D2),Cortical,None (A1);,High,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B1,Axial,yes,yes,
,2561,barf,64,i12,191,complete,25.15,20.77,9.36,2.27,2.5,6.93,1.26,NA,#VALUE!,0,0.62,Paralell,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),Very high,crushed,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,splintered end blade
